Split,Mask,NonLandslide_Pixels,Landslide_Pixels,Total_Pixels,Positive_Ratio_%
TrainData,mask_3221.h5,16384,0,16384,0.0
TrainData,mask_3222.h5,16384,0,16384,0.0
TrainData,mask_3223.h5,16375,9,16384,0.054931640625
TrainData,mask_3224.h5,16135,249,16384,1.519775390625
TrainData,mask_3225.h5,15732,652,16384,3.9794921875
TrainData,mask_3226.h5,16174,210,16384,1.28173828125
TrainData,mask_3227.h5,16384,0,16384,0.0
TrainData,mask_3228.h5,16384,0,16384,0.0
TrainData,mask_3229.h5,16336,48,16384,0.29296875
TrainData,mask_323.h5,16384,0,16384,0.0
TrainData,mask_3230.h5,16383,1,16384,0.006103515625
TrainData,mask_3231.h5,16150,234,16384,1.42822265625
TrainData,mask_3232.h5,15749,635,16384,3.875732421875
TrainData,mask_3233.h5,15931,453,16384,2.764892578125
TrainData,mask_3234.h5,16299,85,16384,0.518798828125
TrainData,mask_3235.h5,16267,117,16384,0.714111328125
TrainData,mask_3236.h5,16294,90,16384,0.54931640625
TrainData,mask_3237.h5,16382,2,16384,0.01220703125
TrainData,mask_3238.h5,16384,0,16384,0.0
TrainData,mask_3239.h5,16384,0,16384,0.0
TrainData,mask_324.h5,16268,116,16384,0.7080078125
TrainData,mask_3240.h5,16338,46,16384,0.28076171875
TrainData,mask_3241.h5,16384,0,16384,0.0
TrainData,mask_3242.h5,16092,292,16384,1.7822265625
TrainData,mask_3243.h5,15773,611,16384,3.729248046875
TrainData,mask_3244.h5,15206,1178,16384,7.18994140625
TrainData,mask_3245.h5,16123,261,16384,1.593017578125
TrainData,mask_3246.h5,16365,19,16384,0.115966796875
TrainData,mask_3247.h5,16384,0,16384,0.0
TrainData,mask_3248.h5,16383,1,16384,0.006103515625
TrainData,mask_3249.h5,16384,0,16384,0.0
TrainData,mask_325.h5,16000,384,16384,2.34375
TrainData,mask_3250.h5,16384,0,16384,0.0
TrainData,mask_3251.h5,16384,0,16384,0.0
TrainData,mask_3252.h5,16384,0,16384,0.0
TrainData,mask_3253.h5,16141,243,16384,1.483154296875
TrainData,mask_3254.h5,14439,1945,16384,11.871337890625
TrainData,mask_3255.h5,15737,647,16384,3.948974609375
TrainData,mask_3256.h5,16384,0,16384,0.0
TrainData,mask_3257.h5,16384,0,16384,0.0
TrainData,mask_3258.h5,16384,0,16384,0.0
TrainData,mask_3259.h5,16384,0,16384,0.0
TrainData,mask_326.h5,14543,1841,16384,11.236572265625
TrainData,mask_3260.h5,16384,0,16384,0.0
TrainData,mask_3261.h5,16384,0,16384,0.0
TrainData,mask_3262.h5,16384,0,16384,0.0
TrainData,mask_3263.h5,16384,0,16384,0.0
TrainData,mask_3264.h5,16300,84,16384,0.5126953125
TrainData,mask_3265.h5,16047,337,16384,2.056884765625
TrainData,mask_3266.h5,16327,57,16384,0.347900390625
TrainData,mask_3267.h5,16384,0,16384,0.0
TrainData,mask_3268.h5,16384,0,16384,0.0
TrainData,mask_3269.h5,16384,0,16384,0.0
TrainData,mask_327.h5,14550,1834,16384,11.19384765625
TrainData,mask_3270.h5,16349,35,16384,0.213623046875
TrainData,mask_3271.h5,16384,0,16384,0.0
TrainData,mask_3272.h5,16384,0,16384,0.0
TrainData,mask_3273.h5,16384,0,16384,0.0
TrainData,mask_3274.h5,16339,45,16384,0.274658203125
TrainData,mask_3275.h5,15455,929,16384,5.670166015625
TrainData,mask_3276.h5,16332,52,16384,0.3173828125
TrainData,mask_3277.h5,16384,0,16384,0.0
TrainData,mask_3278.h5,16376,8,16384,0.048828125
TrainData,mask_3279.h5,16384,0,16384,0.0
TrainData,mask_328.h5,14927,1457,16384,8.892822265625
TrainData,mask_3280.h5,16384,0,16384,0.0
TrainData,mask_3281.h5,15214,1170,16384,7.14111328125
TrainData,mask_3282.h5,16272,112,16384,0.68359375
TrainData,mask_3283.h5,16384,0,16384,0.0
TrainData,mask_3284.h5,16366,18,16384,0.10986328125
TrainData,mask_3285.h5,16348,36,16384,0.2197265625
TrainData,mask_3286.h5,16200,184,16384,1.123046875
TrainData,mask_3287.h5,16384,0,16384,0.0
TrainData,mask_3288.h5,16384,0,16384,0.0
TrainData,mask_3289.h5,16384,0,16384,0.0
TrainData,mask_329.h5,16384,0,16384,0.0
TrainData,mask_3290.h5,16226,158,16384,0.96435546875
TrainData,mask_3291.h5,16237,147,16384,0.897216796875
TrainData,mask_3292.h5,16181,203,16384,1.239013671875
TrainData,mask_3293.h5,15235,1149,16384,7.012939453125
TrainData,mask_3294.h5,16229,155,16384,0.946044921875
TrainData,mask_3295.h5,16358,26,16384,0.15869140625
TrainData,mask_3296.h5,16209,175,16384,1.068115234375
TrainData,mask_3297.h5,16278,106,16384,0.64697265625
TrainData,mask_3298.h5,16384,0,16384,0.0
TrainData,mask_3299.h5,16326,58,16384,0.35400390625
TrainData,mask_33.h5,16299,85,16384,0.518798828125
TrainData,mask_330.h5,16232,152,16384,0.927734375
TrainData,mask_3300.h5,16384,0,16384,0.0
TrainData,mask_3301.h5,16366,18,16384,0.10986328125
TrainData,mask_3302.h5,16286,98,16384,0.59814453125
TrainData,mask_3303.h5,16384,0,16384,0.0
TrainData,mask_3304.h5,16347,37,16384,0.225830078125
TrainData,mask_3305.h5,16270,114,16384,0.69580078125
TrainData,mask_3306.h5,16384,0,16384,0.0
TrainData,mask_3307.h5,16384,0,16384,0.0
TrainData,mask_3308.h5,16384,0,16384,0.0
TrainData,mask_3309.h5,16384,0,16384,0.0
TrainData,mask_331.h5,16384,0,16384,0.0
TrainData,mask_3310.h5,16384,0,16384,0.0
TrainData,mask_3311.h5,16384,0,16384,0.0
TrainData,mask_3312.h5,16384,0,16384,0.0
TrainData,mask_3313.h5,16384,0,16384,0.0
TrainData,mask_3314.h5,16384,0,16384,0.0
TrainData,mask_3315.h5,16384,0,16384,0.0
TrainData,mask_3316.h5,16384,0,16384,0.0
TrainData,mask_3317.h5,16384,0,16384,0.0
TrainData,mask_3318.h5,16384,0,16384,0.0
TrainData,mask_3319.h5,16384,0,16384,0.0
TrainData,mask_332.h5,16384,0,16384,0.0
TrainData,mask_3320.h5,16384,0,16384,0.0
TrainData,mask_3321.h5,16384,0,16384,0.0
TrainData,mask_3322.h5,16225,159,16384,0.970458984375
TrainData,mask_3323.h5,15952,432,16384,2.63671875
TrainData,mask_3324.h5,16262,122,16384,0.74462890625
TrainData,mask_3325.h5,16384,0,16384,0.0
TrainData,mask_3326.h5,16321,63,16384,0.384521484375
TrainData,mask_3327.h5,16384,0,16384,0.0
TrainData,mask_3328.h5,16384,0,16384,0.0
TrainData,mask_3329.h5,16384,0,16384,0.0
TrainData,mask_333.h5,16174,210,16384,1.28173828125
TrainData,mask_3330.h5,16384,0,16384,0.0
TrainData,mask_3331.h5,16384,0,16384,0.0
TrainData,mask_3332.h5,16384,0,16384,0.0
TrainData,mask_3333.h5,16384,0,16384,0.0
TrainData,mask_3334.h5,16384,0,16384,0.0
TrainData,mask_3335.h5,16384,0,16384,0.0
TrainData,mask_3336.h5,16384,0,16384,0.0
TrainData,mask_3337.h5,16384,0,16384,0.0
TrainData,mask_3338.h5,16384,0,16384,0.0
TrainData,mask_3339.h5,16384,0,16384,0.0
TrainData,mask_334.h5,16126,258,16384,1.57470703125
TrainData,mask_3340.h5,16384,0,16384,0.0
TrainData,mask_3341.h5,16384,0,16384,0.0
TrainData,mask_3342.h5,16384,0,16384,0.0
TrainData,mask_3343.h5,16384,0,16384,0.0
TrainData,mask_3344.h5,16384,0,16384,0.0
TrainData,mask_3345.h5,16384,0,16384,0.0
TrainData,mask_3346.h5,16384,0,16384,0.0
TrainData,mask_3347.h5,16384,0,16384,0.0
TrainData,mask_3348.h5,15899,485,16384,2.960205078125
TrainData,mask_3349.h5,16185,199,16384,1.214599609375
TrainData,mask_335.h5,16306,78,16384,0.47607421875
TrainData,mask_3350.h5,16384,0,16384,0.0
TrainData,mask_3351.h5,16384,0,16384,0.0
TrainData,mask_3352.h5,15947,437,16384,2.667236328125
TrainData,mask_3353.h5,16384,0,16384,0.0
TrainData,mask_3354.h5,16384,0,16384,0.0
TrainData,mask_3355.h5,16384,0,16384,0.0
TrainData,mask_3356.h5,16384,0,16384,0.0
TrainData,mask_3357.h5,16384,0,16384,0.0
TrainData,mask_3358.h5,15996,388,16384,2.3681640625
TrainData,mask_3359.h5,16384,0,16384,0.0
TrainData,mask_336.h5,16384,0,16384,0.0
TrainData,mask_3360.h5,16384,0,16384,0.0
TrainData,mask_3361.h5,16384,0,16384,0.0
TrainData,mask_3362.h5,16384,0,16384,0.0
TrainData,mask_3363.h5,16384,0,16384,0.0
TrainData,mask_3364.h5,16384,0,16384,0.0
TrainData,mask_3365.h5,16384,0,16384,0.0
TrainData,mask_3366.h5,16366,18,16384,0.10986328125
TrainData,mask_3367.h5,16384,0,16384,0.0
TrainData,mask_3368.h5,16384,0,16384,0.0
TrainData,mask_3369.h5,16384,0,16384,0.0
TrainData,mask_337.h5,16384,0,16384,0.0
TrainData,mask_3370.h5,16352,32,16384,0.1953125
TrainData,mask_3371.h5,16384,0,16384,0.0
TrainData,mask_3372.h5,16384,0,16384,0.0
TrainData,mask_3373.h5,16384,0,16384,0.0
TrainData,mask_3374.h5,16186,198,16384,1.20849609375
TrainData,mask_3375.h5,16384,0,16384,0.0
TrainData,mask_3376.h5,16384,0,16384,0.0
TrainData,mask_3377.h5,16384,0,16384,0.0
TrainData,mask_3378.h5,16384,0,16384,0.0
TrainData,mask_3379.h5,16384,0,16384,0.0
TrainData,mask_338.h5,16384,0,16384,0.0
TrainData,mask_3380.h5,16384,0,16384,0.0
TrainData,mask_3381.h5,16384,0,16384,0.0
TrainData,mask_3382.h5,16384,0,16384,0.0
TrainData,mask_3383.h5,16384,0,16384,0.0
TrainData,mask_3384.h5,16384,0,16384,0.0
TrainData,mask_3385.h5,16384,0,16384,0.0
TrainData,mask_3386.h5,16384,0,16384,0.0
TrainData,mask_3387.h5,16384,0,16384,0.0
TrainData,mask_3388.h5,16384,0,16384,0.0
TrainData,mask_3389.h5,16384,0,16384,0.0
TrainData,mask_339.h5,16276,108,16384,0.6591796875
TrainData,mask_3390.h5,16384,0,16384,0.0
TrainData,mask_3391.h5,16294,90,16384,0.54931640625
TrainData,mask_3392.h5,16384,0,16384,0.0
TrainData,mask_3393.h5,16343,41,16384,0.250244140625
TrainData,mask_3394.h5,16297,87,16384,0.531005859375
TrainData,mask_3395.h5,16384,0,16384,0.0
TrainData,mask_3396.h5,16302,82,16384,0.50048828125
TrainData,mask_3397.h5,16384,0,16384,0.0
TrainData,mask_3398.h5,16384,0,16384,0.0
TrainData,mask_3399.h5,16384,0,16384,0.0
TrainData,mask_34.h5,16057,327,16384,1.995849609375
TrainData,mask_340.h5,14592,1792,16384,10.9375
TrainData,mask_3400.h5,16384,0,16384,0.0
TrainData,mask_3401.h5,16384,0,16384,0.0
TrainData,mask_3402.h5,16384,0,16384,0.0
TrainData,mask_3403.h5,16384,0,16384,0.0
TrainData,mask_3404.h5,16384,0,16384,0.0
TrainData,mask_3405.h5,16384,0,16384,0.0
TrainData,mask_3406.h5,16384,0,16384,0.0
TrainData,mask_3407.h5,16384,0,16384,0.0
TrainData,mask_3408.h5,16384,0,16384,0.0
TrainData,mask_3409.h5,16384,0,16384,0.0
TrainData,mask_341.h5,16381,3,16384,0.018310546875
TrainData,mask_3410.h5,16384,0,16384,0.0
TrainData,mask_3411.h5,16384,0,16384,0.0
TrainData,mask_3412.h5,16384,0,16384,0.0
TrainData,mask_3413.h5,16384,0,16384,0.0
TrainData,mask_3414.h5,16384,0,16384,0.0
TrainData,mask_3415.h5,16384,0,16384,0.0
TrainData,mask_3416.h5,16384,0,16384,0.0
TrainData,mask_3417.h5,16384,0,16384,0.0
TrainData,mask_3418.h5,16384,0,16384,0.0
TrainData,mask_3419.h5,16297,87,16384,0.531005859375
TrainData,mask_342.h5,15082,1302,16384,7.94677734375
TrainData,mask_3420.h5,15883,501,16384,3.057861328125
TrainData,mask_3421.h5,16346,38,16384,0.23193359375
TrainData,mask_3422.h5,16343,41,16384,0.250244140625
TrainData,mask_3423.h5,16283,101,16384,0.616455078125
TrainData,mask_3424.h5,16130,254,16384,1.55029296875
TrainData,mask_3425.h5,16384,0,16384,0.0
TrainData,mask_3426.h5,16384,0,16384,0.0
TrainData,mask_3427.h5,15263,1121,16384,6.842041015625
TrainData,mask_3428.h5,16343,41,16384,0.250244140625
TrainData,mask_3429.h5,16384,0,16384,0.0
TrainData,mask_343.h5,14139,2245,16384,13.702392578125
TrainData,mask_3430.h5,16384,0,16384,0.0
TrainData,mask_3431.h5,16384,0,16384,0.0
TrainData,mask_3432.h5,16384,0,16384,0.0
TrainData,mask_3433.h5,16384,0,16384,0.0
TrainData,mask_3434.h5,16384,0,16384,0.0
TrainData,mask_3435.h5,16384,0,16384,0.0
TrainData,mask_3436.h5,16384,0,16384,0.0
TrainData,mask_3437.h5,16384,0,16384,0.0
TrainData,mask_3438.h5,16384,0,16384,0.0
TrainData,mask_3439.h5,16384,0,16384,0.0
TrainData,mask_344.h5,14400,1984,16384,12.109375
TrainData,mask_3440.h5,16209,175,16384,1.068115234375
TrainData,mask_3441.h5,16144,240,16384,1.46484375
TrainData,mask_3442.h5,16384,0,16384,0.0
TrainData,mask_3443.h5,16384,0,16384,0.0
TrainData,mask_3444.h5,16384,0,16384,0.0
TrainData,mask_3445.h5,16384,0,16384,0.0
TrainData,mask_3446.h5,16384,0,16384,0.0
TrainData,mask_3447.h5,16054,330,16384,2.01416015625
TrainData,mask_3448.h5,15985,399,16384,2.435302734375
TrainData,mask_3449.h5,16141,243,16384,1.483154296875
TrainData,mask_345.h5,14579,1805,16384,11.016845703125
TrainData,mask_3450.h5,15583,801,16384,4.888916015625
TrainData,mask_3451.h5,16280,104,16384,0.634765625
TrainData,mask_3452.h5,16366,18,16384,0.10986328125
TrainData,mask_3453.h5,16384,0,16384,0.0
TrainData,mask_3454.h5,16384,0,16384,0.0
TrainData,mask_3455.h5,16384,0,16384,0.0
TrainData,mask_3456.h5,16384,0,16384,0.0
TrainData,mask_3457.h5,16384,0,16384,0.0
TrainData,mask_3458.h5,16384,0,16384,0.0
TrainData,mask_3459.h5,16384,0,16384,0.0
TrainData,mask_346.h5,14904,1480,16384,9.033203125
TrainData,mask_3460.h5,16384,0,16384,0.0
TrainData,mask_3461.h5,16384,0,16384,0.0
TrainData,mask_3462.h5,16384,0,16384,0.0
TrainData,mask_3463.h5,16384,0,16384,0.0
TrainData,mask_3464.h5,16285,99,16384,0.604248046875
TrainData,mask_3465.h5,16189,195,16384,1.190185546875
TrainData,mask_3466.h5,16372,12,16384,0.0732421875
TrainData,mask_3467.h5,16329,55,16384,0.335693359375
TrainData,mask_3468.h5,16355,29,16384,0.177001953125
TrainData,mask_3469.h5,16384,0,16384,0.0
TrainData,mask_347.h5,15823,561,16384,3.424072265625
TrainData,mask_3470.h5,16331,53,16384,0.323486328125
TrainData,mask_3471.h5,16366,18,16384,0.10986328125
TrainData,mask_3472.h5,16139,245,16384,1.495361328125
TrainData,mask_3473.h5,14438,1946,16384,11.87744140625
TrainData,mask_3474.h5,15889,495,16384,3.021240234375
TrainData,mask_3475.h5,14654,1730,16384,10.55908203125
TrainData,mask_3476.h5,14416,1968,16384,12.01171875
TrainData,mask_3477.h5,15859,525,16384,3.204345703125
TrainData,mask_3478.h5,15974,410,16384,2.50244140625
TrainData,mask_3479.h5,15930,454,16384,2.77099609375
TrainData,mask_348.h5,15914,470,16384,2.86865234375
TrainData,mask_3480.h5,16320,64,16384,0.390625
TrainData,mask_3481.h5,16384,0,16384,0.0
TrainData,mask_3482.h5,16384,0,16384,0.0
TrainData,mask_3483.h5,16384,0,16384,0.0
TrainData,mask_3484.h5,16384,0,16384,0.0
TrainData,mask_3485.h5,16384,0,16384,0.0
TrainData,mask_3486.h5,16384,0,16384,0.0
TrainData,mask_3487.h5,16384,0,16384,0.0
TrainData,mask_3488.h5,16384,0,16384,0.0
TrainData,mask_3489.h5,16384,0,16384,0.0
TrainData,mask_349.h5,15866,518,16384,3.16162109375
TrainData,mask_3490.h5,15916,468,16384,2.8564453125
TrainData,mask_3491.h5,14984,1400,16384,8.544921875
TrainData,mask_3492.h5,16327,57,16384,0.347900390625
TrainData,mask_3493.h5,16376,8,16384,0.048828125
TrainData,mask_3494.h5,16384,0,16384,0.0
TrainData,mask_3495.h5,16384,0,16384,0.0
TrainData,mask_3496.h5,16384,0,16384,0.0
TrainData,mask_3497.h5,16327,57,16384,0.347900390625
TrainData,mask_3498.h5,15980,404,16384,2.4658203125
TrainData,mask_3499.h5,14763,1621,16384,9.893798828125
TrainData,mask_35.h5,14247,2137,16384,13.043212890625
TrainData,mask_350.h5,16384,0,16384,0.0
TrainData,mask_3500.h5,15193,1191,16384,7.269287109375
TrainData,mask_3501.h5,15516,868,16384,5.2978515625
TrainData,mask_3502.h5,15688,696,16384,4.248046875
TrainData,mask_3503.h5,14361,2023,16384,12.347412109375
TrainData,mask_3504.h5,14903,1481,16384,9.039306640625
TrainData,mask_3505.h5,16095,289,16384,1.763916015625
TrainData,mask_3506.h5,16358,26,16384,0.15869140625
TrainData,mask_3507.h5,16384,0,16384,0.0
TrainData,mask_3508.h5,16384,0,16384,0.0
TrainData,mask_3509.h5,16384,0,16384,0.0
TrainData,mask_351.h5,13501,2883,16384,17.596435546875
TrainData,mask_3510.h5,16384,0,16384,0.0
TrainData,mask_3511.h5,16384,0,16384,0.0
TrainData,mask_3512.h5,16384,0,16384,0.0
TrainData,mask_3513.h5,16384,0,16384,0.0
TrainData,mask_3514.h5,16384,0,16384,0.0
TrainData,mask_3515.h5,16384,0,16384,0.0
TrainData,mask_3516.h5,16310,74,16384,0.45166015625
TrainData,mask_3517.h5,15941,443,16384,2.703857421875
TrainData,mask_3518.h5,16384,0,16384,0.0
TrainData,mask_3519.h5,15444,940,16384,5.7373046875
TrainData,mask_352.h5,15218,1166,16384,7.11669921875
TrainData,mask_3520.h5,16337,47,16384,0.286865234375
TrainData,mask_3521.h5,16384,0,16384,0.0
TrainData,mask_3522.h5,16384,0,16384,0.0
TrainData,mask_3523.h5,16384,0,16384,0.0
TrainData,mask_3524.h5,16384,0,16384,0.0
TrainData,mask_3525.h5,15561,823,16384,5.023193359375
TrainData,mask_3526.h5,14324,2060,16384,12.5732421875
TrainData,mask_3527.h5,13812,2572,16384,15.6982421875
TrainData,mask_3528.h5,15225,1159,16384,7.073974609375
TrainData,mask_3529.h5,16222,162,16384,0.98876953125
TrainData,mask_353.h5,15776,608,16384,3.7109375
TrainData,mask_3530.h5,14923,1461,16384,8.917236328125
TrainData,mask_3531.h5,15678,706,16384,4.30908203125
TrainData,mask_3532.h5,16384,0,16384,0.0
TrainData,mask_3533.h5,16384,0,16384,0.0
TrainData,mask_3534.h5,16384,0,16384,0.0
TrainData,mask_3535.h5,16384,0,16384,0.0
TrainData,mask_3536.h5,16384,0,16384,0.0
TrainData,mask_3537.h5,16384,0,16384,0.0
TrainData,mask_3538.h5,16384,0,16384,0.0
TrainData,mask_3539.h5,16384,0,16384,0.0
TrainData,mask_354.h5,16207,177,16384,1.080322265625
TrainData,mask_3540.h5,16384,0,16384,0.0
TrainData,mask_3541.h5,16384,0,16384,0.0
TrainData,mask_3542.h5,16384,0,16384,0.0
TrainData,mask_3543.h5,16384,0,16384,0.0
TrainData,mask_3544.h5,15934,450,16384,2.74658203125
TrainData,mask_3545.h5,15594,790,16384,4.82177734375
TrainData,mask_3546.h5,15442,942,16384,5.74951171875
TrainData,mask_3547.h5,16360,24,16384,0.146484375
TrainData,mask_3548.h5,16384,0,16384,0.0
TrainData,mask_3549.h5,16384,0,16384,0.0
TrainData,mask_355.h5,16108,276,16384,1.6845703125
TrainData,mask_3550.h5,16384,0,16384,0.0
TrainData,mask_3551.h5,16318,66,16384,0.40283203125
TrainData,mask_3552.h5,15934,450,16384,2.74658203125
TrainData,mask_3553.h5,15802,582,16384,3.55224609375
TrainData,mask_3554.h5,14965,1419,16384,8.660888671875
TrainData,mask_3555.h5,16379,5,16384,0.030517578125
TrainData,mask_3556.h5,16294,90,16384,0.54931640625
TrainData,mask_3557.h5,15659,725,16384,4.425048828125
TrainData,mask_3558.h5,16384,0,16384,0.0
TrainData,mask_3559.h5,16384,0,16384,0.0
TrainData,mask_356.h5,16243,141,16384,0.860595703125
TrainData,mask_3560.h5,16384,0,16384,0.0
TrainData,mask_3561.h5,16384,0,16384,0.0
TrainData,mask_3562.h5,16384,0,16384,0.0
TrainData,mask_3563.h5,16384,0,16384,0.0
TrainData,mask_3564.h5,16384,0,16384,0.0
TrainData,mask_3565.h5,16384,0,16384,0.0
TrainData,mask_3566.h5,16384,0,16384,0.0
TrainData,mask_3567.h5,16384,0,16384,0.0
TrainData,mask_3568.h5,16384,0,16384,0.0
TrainData,mask_3569.h5,16384,0,16384,0.0
TrainData,mask_357.h5,16384,0,16384,0.0
TrainData,mask_3570.h5,16384,0,16384,0.0
TrainData,mask_3571.h5,16384,0,16384,0.0
TrainData,mask_3572.h5,16159,225,16384,1.373291015625
TrainData,mask_3573.h5,14384,2000,16384,12.20703125
TrainData,mask_3574.h5,16059,325,16384,1.983642578125
TrainData,mask_3575.h5,16384,0,16384,0.0
TrainData,mask_3576.h5,16384,0,16384,0.0
TrainData,mask_3577.h5,16384,0,16384,0.0
TrainData,mask_3578.h5,16384,0,16384,0.0
TrainData,mask_3579.h5,16384,0,16384,0.0
TrainData,mask_358.h5,16106,278,16384,1.69677734375
TrainData,mask_3580.h5,16353,31,16384,0.189208984375
TrainData,mask_3581.h5,16039,345,16384,2.105712890625
TrainData,mask_3582.h5,16384,0,16384,0.0
TrainData,mask_3583.h5,16384,0,16384,0.0
TrainData,mask_3584.h5,16384,0,16384,0.0
TrainData,mask_3585.h5,16384,0,16384,0.0
TrainData,mask_3586.h5,16384,0,16384,0.0
TrainData,mask_3587.h5,16384,0,16384,0.0
TrainData,mask_3588.h5,16384,0,16384,0.0
TrainData,mask_3589.h5,16384,0,16384,0.0
TrainData,mask_359.h5,15701,683,16384,4.168701171875
TrainData,mask_3590.h5,16384,0,16384,0.0
TrainData,mask_3591.h5,16384,0,16384,0.0
TrainData,mask_3592.h5,16384,0,16384,0.0
TrainData,mask_3593.h5,16384,0,16384,0.0
TrainData,mask_3594.h5,16384,0,16384,0.0
TrainData,mask_3595.h5,16384,0,16384,0.0
TrainData,mask_3596.h5,16384,0,16384,0.0
TrainData,mask_3597.h5,16021,363,16384,2.215576171875
TrainData,mask_3598.h5,15917,467,16384,2.850341796875
TrainData,mask_3599.h5,15399,985,16384,6.011962890625
TrainData,mask_36.h5,15910,474,16384,2.89306640625
TrainData,mask_360.h5,16166,218,16384,1.33056640625
TrainData,mask_3600.h5,15648,736,16384,4.4921875
TrainData,mask_3601.h5,16211,173,16384,1.055908203125
TrainData,mask_3602.h5,16375,9,16384,0.054931640625
TrainData,mask_3603.h5,16384,0,16384,0.0
TrainData,mask_3604.h5,16384,0,16384,0.0
TrainData,mask_3605.h5,16384,0,16384,0.0
TrainData,mask_3606.h5,16359,25,16384,0.152587890625
TrainData,mask_3607.h5,16384,0,16384,0.0
TrainData,mask_3608.h5,16384,0,16384,0.0
TrainData,mask_3609.h5,16384,0,16384,0.0
TrainData,mask_361.h5,16314,70,16384,0.42724609375
TrainData,mask_3610.h5,16384,0,16384,0.0
TrainData,mask_3611.h5,16384,0,16384,0.0
TrainData,mask_3612.h5,16384,0,16384,0.0
TrainData,mask_3613.h5,16384,0,16384,0.0
TrainData,mask_3614.h5,16384,0,16384,0.0
TrainData,mask_3615.h5,16384,0,16384,0.0
TrainData,mask_3616.h5,16384,0,16384,0.0
TrainData,mask_3617.h5,16384,0,16384,0.0
TrainData,mask_3618.h5,16384,0,16384,0.0
TrainData,mask_3619.h5,16384,0,16384,0.0
TrainData,mask_362.h5,16371,13,16384,0.079345703125
TrainData,mask_3620.h5,16384,0,16384,0.0
TrainData,mask_3621.h5,16384,0,16384,0.0
TrainData,mask_3622.h5,16384,0,16384,0.0
TrainData,mask_3623.h5,16384,0,16384,0.0
TrainData,mask_3624.h5,16384,0,16384,0.0
TrainData,mask_3625.h5,16384,0,16384,0.0
TrainData,mask_3626.h5,16167,217,16384,1.324462890625
TrainData,mask_3627.h5,16384,0,16384,0.0
TrainData,mask_3628.h5,16229,155,16384,0.946044921875
TrainData,mask_3629.h5,15910,474,16384,2.89306640625
TrainData,mask_363.h5,15443,941,16384,5.743408203125
TrainData,mask_3630.h5,16384,0,16384,0.0
TrainData,mask_3631.h5,16384,0,16384,0.0
TrainData,mask_3632.h5,16384,0,16384,0.0
TrainData,mask_3633.h5,16384,0,16384,0.0
TrainData,mask_3634.h5,16384,0,16384,0.0
TrainData,mask_3635.h5,16384,0,16384,0.0
TrainData,mask_3636.h5,16384,0,16384,0.0
TrainData,mask_3637.h5,16384,0,16384,0.0
TrainData,mask_3638.h5,16384,0,16384,0.0
TrainData,mask_3639.h5,16384,0,16384,0.0
TrainData,mask_364.h5,16302,82,16384,0.50048828125
TrainData,mask_3640.h5,16384,0,16384,0.0
TrainData,mask_3641.h5,16384,0,16384,0.0
TrainData,mask_3642.h5,16384,0,16384,0.0
TrainData,mask_3643.h5,16384,0,16384,0.0
TrainData,mask_3644.h5,16384,0,16384,0.0
TrainData,mask_3645.h5,16384,0,16384,0.0
TrainData,mask_3646.h5,16384,0,16384,0.0
TrainData,mask_3647.h5,16384,0,16384,0.0
TrainData,mask_3648.h5,16384,0,16384,0.0
TrainData,mask_3649.h5,16384,0,16384,0.0
TrainData,mask_365.h5,16359,25,16384,0.152587890625
TrainData,mask_3650.h5,16384,0,16384,0.0
TrainData,mask_3651.h5,16384,0,16384,0.0
TrainData,mask_3652.h5,16384,0,16384,0.0
TrainData,mask_3653.h5,16384,0,16384,0.0
TrainData,mask_3654.h5,16384,0,16384,0.0
TrainData,mask_3655.h5,16384,0,16384,0.0
TrainData,mask_3656.h5,16384,0,16384,0.0
TrainData,mask_3657.h5,16384,0,16384,0.0
TrainData,mask_3658.h5,16384,0,16384,0.0
TrainData,mask_3659.h5,16384,0,16384,0.0
TrainData,mask_366.h5,15713,671,16384,4.095458984375
TrainData,mask_3660.h5,16384,0,16384,0.0
TrainData,mask_3661.h5,16384,0,16384,0.0
TrainData,mask_3662.h5,16384,0,16384,0.0
TrainData,mask_3663.h5,16384,0,16384,0.0
TrainData,mask_3664.h5,16384,0,16384,0.0
TrainData,mask_3665.h5,16384,0,16384,0.0
TrainData,mask_3666.h5,16384,0,16384,0.0
TrainData,mask_3667.h5,16384,0,16384,0.0
TrainData,mask_3668.h5,16384,0,16384,0.0
TrainData,mask_3669.h5,16384,0,16384,0.0
TrainData,mask_367.h5,15267,1117,16384,6.817626953125
TrainData,mask_3670.h5,16384,0,16384,0.0
TrainData,mask_3671.h5,16384,0,16384,0.0
TrainData,mask_3672.h5,16384,0,16384,0.0
TrainData,mask_3673.h5,16384,0,16384,0.0
TrainData,mask_3674.h5,16384,0,16384,0.0
TrainData,mask_3675.h5,16384,0,16384,0.0
TrainData,mask_3676.h5,16384,0,16384,0.0
TrainData,mask_3677.h5,16384,0,16384,0.0
TrainData,mask_3678.h5,16384,0,16384,0.0
TrainData,mask_3679.h5,16384,0,16384,0.0
TrainData,mask_368.h5,15452,932,16384,5.6884765625
TrainData,mask_3680.h5,16384,0,16384,0.0
TrainData,mask_3681.h5,16384,0,16384,0.0
TrainData,mask_3682.h5,16384,0,16384,0.0
TrainData,mask_3683.h5,16384,0,16384,0.0
TrainData,mask_3684.h5,16384,0,16384,0.0
TrainData,mask_3685.h5,16384,0,16384,0.0
TrainData,mask_3686.h5,16384,0,16384,0.0
